survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size,age_std,fare_std
1,1,female,54.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,1,1.68185630764342,0.9295438287172524
0,3,male,,0,0,15.1,S,Third,man,True,Southampton,no,True,0,,-0.3421952192893457
0,1,female,25.0,1,2,151.55,S,First,woman,False,Southampton,no,False,3,-0.32052560120428997,2.404961005438245
0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,0,-0.3895732532335214,-0.489251126190447
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0,-0.872906817438141,-0.4718018018960432
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,0,-0.5967162093212155,-0.49017322040145855
0,3,female,,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True,0,,-0.4926052942156549
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True,0,0.5080462231464865,-0.4531787201234304
1,1,female,16.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,0,-0.9419544694673724,1.0953053629426073
0,1,male,18.0,1,0,108.9,C,First,man,True,Cherbourg,no,False,1,-0.8038591654089097,1.546285937760475
1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False,2,0.23185561502956104,-0.12274485029315124
1,1,male,,0,0,26.55,S,First,man,True,Southampton,yes,True,0,,-0.11167166653646252
0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True,0,-0.11338264511659585,-0.19270723857404815
1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,0,-0.2514779491750586,0.4912289628108992
1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,0,-0.04433499308736447,-0.49017322040145855
0,3,male,,0,0,8.05,S,Third,man,True,Southampton,no,True,0,,-0.4841333019887193
1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0,0.43899857111725515,-0.1169565951476094
1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False,1,1.68185630764342,0.5496993996584907
0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,0,-0.3895732532335214,-0.49529104460318635
0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True,0,1.1985227434388004,0.03873840838984667
1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0,0.30090326705879245,-0.434807301618015
0,3,male,,0,0,24.15,Q,Third,man,True,Queenstown,no,True,0,,-0.15999101383837694
1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,1,0.43899857111725515,-0.12274485029315124
0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,0.16280796300032965,-0.48723782005286725
1,1,female,30.0,0,0,93.5,S,First,woman,False,Southampton,yes,True,0,0.024712658941866906,1.236236792573191
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.5276685572919841,-0.48723782005286725
0,3,male,,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0,,-0.5007430776237524
1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,1,0.9913797873511062,0.5210943460557573
0,3,male,,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,0,,-0.500658518765974
0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0,0.7497130052487964,-0.49017322040145855
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0,1.4056656995264944,-0.434807301618015
0,1,male,,0,0,221.7792,S,First,man,True,Southampton,no,True,0,,3.8188897994114144
0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0,0.6461415272049493,-0.48664993466069395
0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False,3,-0.45862090526275273,-0.41467424024221733
1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,2,-1.9086215978766117,-0.12274485029315124
0,3,male,,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,0,,-0.500658518765974
0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False,2,-0.872906817438141,-0.500658518765974
1,3,female,,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False,2,,-0.19606341990539358
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,0,0.024712658941866906,-0.4718018018960432
1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,2,-1.563383337730455,-0.11771158494920184
0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True,0,1.0604274393803377,-0.11167166653646252
1,1,female,30.0,0,0,106.425,C,First,woman,False,Cherbourg,yes,True,0,0.024712658941866906,1.4964566108553758
0,3,male,,0,0,14.5,S,Third,man,True,Southampton,no,True,0,,-0.35427505611482435
1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False,2,-0.5276685572919841,0.3503820920380938
1,1,female,36.0,0,2,71.0,S,First,woman,False,Southampton,yes,False,2,0.43899857111725515,0.7832429116177435
0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False,6,-1.425288033671992,-0.016542951535818605
0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False,6,-1.2871927296135293,-0.016542951535818605
1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False,1,0.16280796300032965,-0.12274485029315124
0,1,male,50.0,1,0,106.425,C,First,man,True,Cherbourg,no,False,1,1.4056656995264944,1.4964566108553758
0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True,0,2.372332827935734,-0.12274485029315124
1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,1,-0.7348115133796783,-0.12274485029315124
1,2,male,,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True,0,,-0.3671098827418954
0,3,male,33.0,1,1,20.525,S,Third,man,True,Southampton,no,False,2,0.23185561502956104,-0.23297336132564347
1,2,male,8.0,1,1,36.75,S,Second,child,False,Southampton,yes,False,2,-1.4943356857012233,0.09368555949667362
1,1,male,17.0,0,2,110.8833,C,First,man,True,Cherbourg,yes,False,2,-0.872906817438141,1.5862158383870948
0,2,male,27.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0,-0.18243029714582723,-0.12274485029315124
0,3,male,,0,0,7.8292,Q,Third,man,True,Queenstown,no,True,0,,-0.4885786819404954
1,3,male,22.0,0,0,7.225,C,Third,man,True,Cherbourg,yes,True,0,-0.5276685572919841,-0.5007430776237524
1,3,female,22.0,0,0,7.775,S,Third,woman,False,Southampton,yes,True,0,-0.5276685572919841,-0.48966989386706367
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,0,2.234237523877271,-0.11167166653646252
1,1,female,48.0,1,0,39.6,C,First,woman,False,Cherbourg,yes,False,1,1.2675703954680317,0.151064784417697
0,1,male,,0,0,227.525,C,First,man,True,Cherbourg,no,True,0,,3.9345703434644728
1,1,female,39.0,1,1,79.65,S,First,woman,False,Southampton,yes,False,2,0.6461415272049493,0.9573938925183935
1,3,female,36.0,1,0,17.4,S,Third,woman,False,Southampton,yes,False,1,0.43899857111725515,-0.29588917812501114
0,3,male,,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0,,-0.49017322040145855
0,3,male,40.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,0.7151891792341807,-0.48723782005286725
0,2,male,28.0,0,0,13.5,S,Second,man,True,Southampton,no,True,0,-0.11338264511659585,-0.374408117490622
0,3,male,,0,0,8.05,S,Third,man,True,Southampton,no,True,0,,-0.4841333019887193
0,3,female,,0,0,8.05,S,Third,woman,False,Southampton,no,True,0,,-0.4841333019887193
0,3,male,24.0,2,0,24.15,S,Third,man,True,Southampton,no,False,2,-0.3895732532335214,-0.15999101383837694
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.48723782005286725
0,3,female,29.0,0,4,21.075,S,Third,woman,False,Southampton,no,False,4,-0.04433499308736447,-0.22190017756895475
0,3,male,,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,0,,-0.500658518765974
1,3,male,32.0,0,0,7.8542,S,Third,man,True,Southampton,yes,True,0,0.16280796300032965,-0.4880753554061005
1,2,male,62.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,0,2.234237523877271,-0.434807301618015
1,1,female,53.0,2,0,51.4792,S,First,woman,False,Southampton,yes,False,2,1.6128086556141885,0.3902294471130725
1,1,male,36.0,0,0,26.3875,S,First,man,True,Southampton,yes,True,0,0.43899857111725515,-0.11494328901002966
1,3,female,,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,0,,-0.49017322040145855
0,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,-0.9419544694673724,-0.4841333019887193
0,3,male,19.0,0,0,14.5,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.35427505611482435
1,2,female,34.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0,0.30090326705879245,-0.38447464817852084
1,1,female,39.0,1,0,55.9,S,First,woman,False,Southampton,yes,False,1,0.6461415272049493,0.47923368484319884
0,3,female,,1,0,14.4583,C,Third,woman,False,Cherbourg,no,False,1,,-0.3551146047741951
1,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0,0.16280796300032965,-0.48664993466069395
1,2,female,25.0,1,1,30.0,S,Second,woman,False,Southampton,yes,False,2,-0.32052560120428997,-0.0422126047899606
1,1,female,39.0,1,1,110.8833,C,First,woman,False,Cherbourg,yes,False,2,0.6461415272049493,1.5862158383870948
0,2,male,54.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0,1.68185630764342,-0.12274485029315124
0,1,male,36.0,0,0,40.125,C,First,man,True,Cherbourg,no,True,0,0.43899857111725515,0.16163464163999072
0,3,male,,0,0,8.7125,C,Third,man,True,Cherbourg,no,True,0,,-0.4707951488272534
1,1,female,18.0,0,2,79.65,S,First,woman,False,Southampton,yes,False,2,-0.8038591654089097,0.9573938925183935
0,2,male,47.0,0,0,15.0,S,Second,man,True,Southampton,no,True,0,1.1985227434388004,-0.34420852542692554
1,1,male,60.0,1,1,79.2,C,First,man,True,Cherbourg,yes,False,2,2.0961422198188084,0.9483340148992845
0,3,male,22.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,-0.5276685572919841,-0.4841333019887193
0,3,male,,0,0,8.05,S,Third,man,True,Southampton,no,True,0,,-0.4841333019887193
0,3,male,35.0,0,0,7.125,S,Third,man,True,Southampton,no,True,0,0.3699509190880238,-0.5027563837613321
1,1,female,52.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,1,1.5437610035849572,0.9295438287172524
0,3,male,47.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0,1.1985227434388004,-0.5002397510893574
0,3,female,,0,2,7.75,Q,Third,woman,False,Queenstown,no,False,2,,-0.49017322040145855
0,2,male,37.0,1,0,26.0,S,Second,man,True,Southampton,no,False,1,0.5080462231464865,-0.12274485029315124
0,3,male,36.0,1,1,24.15,S,Third,man,True,Southampton,no,False,2,0.43899857111725515,-0.15999101383837694
1,2,female,,0,0,33.0,S,Second,woman,False,Southampton,yes,True,0,,0.01818657933743239
0,3,male,49.0,0,0,0.0,S,Third,man,True,Southampton,no,True,0,1.336618047497263,-0.6462044460638905
0,3,male,,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0,,-0.5007430776237524
1,1,male,49.0,1,0,56.9292,C,First,man,True,Cherbourg,yes,False,1,1.336618047497263,0.4999546316111698
1,2,female,24.0,2,1,27.0,S,Second,woman,False,Southampton,yes,False,3,-0.3895732532335214,-0.10261178891735358
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
0,1,male,,0,0,42.4,S,First,man,True,Southampton,no,True,0,,0.20743735626993037
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,0.9913797873511062,-0.4841333019887193
1,1,male,35.0,0,0,26.55,C,First,man,True,Cherbourg,yes,True,0,0.3699509190880238,-0.11167166653646252
0,3,male,36.0,1,0,15.55,S,Third,man,True,Southampton,no,False,1,0.43899857111725515,-0.3331353416702368
0,3,male,30.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,0.024712658941866906,-0.48723782005286725
1,1,male,27.0,0,0,30.5,S,First,man,True,Southampton,yes,True,0,-0.18243029714582723,-0.032146074102061765
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Cherbourg,yes,False,3,-0.5276685572919841,0.1909121394926757
1,1,female,40.0,0,0,153.4625,S,First,woman,False,Southampton,yes,True,0,0.7151891792341807,2.443465485319458
0,3,female,39.0,1,5,31.275,S,Third,woman,False,Southampton,no,False,6,0.6461415272049493,-0.016542951535818605
0,3,male,,0,0,7.05,S,Third,man,True,Southampton,no,True,0,,-0.5042663633645169
1,3,female,,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,1,,-0.33414199473902667
0,3,male,,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0,,-0.49017322040145855
0,3,male,35.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,0.3699509190880238,-0.4841333019887193
1,2,female,24.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,3,-0.3895732532335214,0.6624445433629575
0,3,male,34.0,1,1,14.4,S,Third,man,True,Southampton,no,False,2,0.30090326705879245,-0.3562883622524042
0,3,female,26.0,1,0,16.1,S,Third,woman,False,Southampton,no,False,1,-0.2514779491750586,-0.3220621579135481
1,2,female,4.0,2,1,39.0,S,Second,child,False,Southampton,yes,False,3,-1.770526293818149,0.13898494759221836
0,2,male,26.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0,-0.2514779491750586,-0.434807301618015
0,3,male,27.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False,1,-0.18243029714582723,-0.3551971503258359
1,1,male,42.0,1,0,52.5542,S,First,man,True,Southampton,yes,False,1,0.8532844832926435,0.41187248809205507
1,3,male,20.0,1,1,15.7417,C,Third,man,True,Cherbourg,yes,False,2,-0.6657638613504469,-0.3292758338044964
0,3,male,21.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,0,-0.5967162093212155,-0.4880753554061005
0,3,male,21.0,0,0,16.1,S,Third,man,True,Southampton,no,True,0,-0.5967162093212155,-0.3220621579135481
0,1,male,61.0,0,0,32.3208,S,First,man,True,Southampton,no,True,0,2.16518987184804,0.004512204050990585
0,2,male,57.0,0,0,12.35,Q,Second,man,True,Queenstown,no,True,0,1.8889992637311142,-0.3975611380727893
1,1,female,21.0,0,0,77.9583,S,First,woman,False,Southampton,yes,True,0,-0.5967162093212155,0.9233347925889563
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.2514779491750586,-0.48723782005286725
0,3,male,,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,0,,-0.4905094425264344
1,1,male,80.0,0,0,30.0,S,First,man,True,Southampton,yes,True,0,3.477095260403436,-0.0422126047899606
0,3,male,51.0,0,0,7.0542,S,Third,man,True,Southampton,no,True,0,1.4747133515557258,-0.5041818045067386
1,1,male,32.0,0,0,30.5,C,First,man,True,Cherbourg,yes,True,0,0.16280796300032965,-0.032146074102061765
0,1,male,,0,0,0.0,S,First,man,True,Southampton,no,True,0,,-0.6462044460638905
0,3,female,9.0,3,2,27.9,S,Third,child,False,Southampton,no,False,5,-1.425288033671992,-0.08449203367913571
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0,-0.11338264511659585,-0.38447464817852084
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0,0.16280796300032965,-0.48664993466069395
0,2,male,31.0,1,1,26.25,S,Second,man,True,Southampton,no,False,2,0.09376031097109828,-0.11771158494920184
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Southampton,no,False,5,0.784236831263412,0.15282642728807924
0,3,male,,1,0,16.1,S,Third,man,True,Southampton,no,False,1,,-0.3220621579135481
0,3,male,20.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,0,-0.6657638613504469,-0.4880753554061005
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,0,-0.3895732532335214,0.7490167072788875
0,3,female,2.0,3,2,27.9,S,Third,child,False,Southampton,no,False,5,-1.9086215978766117,-0.08449203367913571
1,3,male,,0,0,56.4958,S,Third,man,True,Southampton,yes,True,0,,0.4912289628108992
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,3,-1.994931162913151,-0.25847591017036636
1,1,male,48.0,1,0,76.7292,C,First,man,True,Cherbourg,yes,False,1,1.2675703954680317,0.8985892468519636
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.48723782005286725
1,1,male,56.0,0,0,35.5,C,First,man,True,Cherbourg,yes,True,0,1.8199516117018828,0.06851923277692655
0,3,male,,0,0,7.55,S,Third,man,True,Southampton,no,True,0,,-0.4941998326766181
1,3,female,23.0,0,0,7.55,S,Third,woman,False,Southampton,yes,True,0,-0.45862090526275273,-0.4941998326766181
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
1,2,female,18.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False,1,-0.8038591654089097,-0.18314403442054422
0,3,male,21.0,0,0,8.4333,S,Third,man,True,Southampton,no,True,0,-0.5967162093212155,-0.47641629956337606
1,3,female,,0,0,7.8292,Q,Third,woman,False,Queenstown,yes,True,0,,-0.4885786819404954
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Queenstown,no,True,0,-0.8038591654089097,-0.5103062817772562
0,2,male,24.0,2,0,73.5,S,Second,man,True,Southampton,no,False,2,-0.3895732532335214,0.8335755650572377
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Queenstown,no,False,2,0.16280796300032965,-0.33414199473902667
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,-0.45862090526275273,-0.38447464817852084
0,1,male,58.0,0,2,113.275,C,First,man,True,Cherbourg,no,False,2,1.9580469157603455,1.6343680812795898
1,1,male,50.0,2,0,133.65,S,First,man,True,Southampton,yes,False,2,1.4056656995264944,2.044579206811467
0,3,male,40.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0,0.7151891792341807,-0.5007430776237524
0,1,male,47.0,0,0,25.5875,S,First,man,True,Southampton,no,True,0,1.1985227434388004,-0.1310497381106678
0,3,male,36.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,0,0.43899857111725515,-0.49529104460318635
1,3,male,20.0,1,0,7.925,S,Third,man,True,Southampton,yes,False,1,-0.6657638613504469,-0.48664993466069395
0,2,male,32.0,2,0,73.5,S,Second,man,True,Southampton,no,False,2,0.16280796300032965,0.8335755650572377
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,-0.32052560120428997,-0.38447464817852084
0,3,male,,0,0,7.775,S,Third,man,True,Southampton,no,True,0,,-0.48966989386706367
0,3,male,43.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,0.9223321353218749,-0.4841333019887193
1,1,female,,1,0,52.0,S,First,woman,False,Southampton,yes,False,1,,0.40071474547758795
1,2,female,40.0,1,1,39.0,S,Second,woman,False,Southampton,yes,False,2,0.7151891792341807,0.13898494759221836
0,1,male,31.0,1,0,52.0,S,First,man,True,Southampton,no,False,1,0.09376031097109828,0.40071474547758795
0,2,male,70.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0,2.7866187401111224,-0.434807301618015
1,2,male,31.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,0,0.09376031097109828,-0.38447464817852084
0,2,male,,0,0,0.0,S,Second,man,True,Southampton,no,True,0,,-0.6462044460638905
0,3,male,18.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0,-0.8038591654089097,-0.48966989386706367
0,3,male,24.5,0,0,8.05,S,Third,man,True,Southampton,no,True,0,-0.3550494272189057,-0.4841333019887193
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Southampton,yes,True,0,-0.8038591654089097,-0.4480608959217026
0,3,female,43.0,1,6,46.9,S,Third,woman,False,Southampton,no,False,7,0.9223321353218749,0.29803613246101984
1,1,male,36.0,0,1,512.3292,C,First,man,True,Cherbourg,yes,False,1,0.43899857111725515,9.668550782149426
0,3,female,,0,0,8.1375,Q,Third,woman,False,Queenstown,no,True,0,,-0.482371659118337
1,1,male,27.0,0,0,76.7292,C,First,man,True,Cherbourg,yes,True,0,-0.18243029714582723,0.8985892468519636
0,3,male,20.0,0,0,9.225,S,Third,man,True,Southampton,no,True,0,-0.6657638613504469,-0.460476954872157
0,3,male,14.0,5,2,46.9,S,Third,child,False,Southampton,no,False,7,-1.0800497735258352,0.29803613246101984
0,2,male,60.0,1,1,39.0,S,Second,man,True,Southampton,no,False,2,2.0961422198188084,0.13898494759221836
0,2,male,25.0,1,2,41.5792,C,Second,man,True,Cherbourg,no,False,3,-0.32052560120428997,0.1909121394926757
0,3,male,14.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,5,-1.0800497735258352,0.15282642728807924
0,3,male,19.0,0,0,10.1708,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.4414351054229276
0,3,male,18.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,0,-0.8038591654089097,-0.489251126190447
1,1,female,15.0,0,1,211.3375,S,First,child,False,Southampton,yes,False,1,-1.0110021214966038,3.608666412443748
1,1,male,31.0,1,0,57.0,S,First,man,True,Southampton,yes,False,1,0.09376031097109828,0.5013800523565762
1,3,female,4.0,0,1,13.4167,C,Third,child,False,Cherbourg,yes,False,1,-1.770526293818149,-0.376085201503226
1,3,male,,0,0,56.4958,S,Third,man,True,Southampton,yes,True,0,,0.4912289628108992
0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0,-0.32052560120428997,-0.5007430776237524
0,1,male,60.0,0,0,26.55,S,First,man,True,Southampton,no,True,0,2.0961422198188084,-0.11167166653646252
0,2,male,52.0,0,0,13.5,S,Second,man,True,Southampton,no,True,0,1.5437610035849572,-0.374408117490622
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,0.9913797873511062,-0.4841333019887193
1,3,female,,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True,0,,-0.4905094425264344
0,1,male,49.0,1,1,110.8833,C,First,man,True,Cherbourg,no,False,2,1.336618047497263,1.5862158383870948
0,3,male,42.0,0,0,7.65,S,Third,man,True,Southampton,no,True,0,0.8532844832926435,-0.4921865265390384
1,1,female,18.0,1,0,227.525,C,First,woman,False,Cherbourg,yes,False,1,-0.8038591654089097,3.9345703434644728
1,1,male,35.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0,0.3699509190880238,-0.1169565951476094
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,1,-0.8038591654089097,-0.3551971503258359
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Queenstown,no,True,0,-0.32052560120428997,-0.49034032481087764
0,3,male,26.0,1,0,7.8542,S,Third,man,True,Southampton,no,False,1,-0.2514779491750586,-0.4880753554061005
0,2,male,39.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0,0.6461415272049493,-0.12274485029315124
1,2,female,45.0,0,0,13.5,S,Second,woman,False,Southampton,yes,True,0,1.0604274393803377,-0.374408117490622
1,1,male,42.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0,0.8532844832926435,-0.1169565951476094
1,1,female,22.0,0,0,151.55,S,First,woman,False,Southampton,yes,True,0,-0.5276685572919841,2.404961005438245
1,3,male,,1,1,15.2458,C,Third,man,True,Cherbourg,yes,False,2,,-0.33925981894075447
1,1,female,24.0,0,0,49.5042,C,First,woman,False,Cherbourg,yes,True,0,-0.3895732532335214,0.3504666508958721
0,1,male,,0,0,26.55,S,First,man,True,Southampton,no,True,0,,-0.11167166653646252
1,1,male,48.0,1,0,52.0,S,First,man,True,Southampton,yes,False,1,1.2675703954680317,0.40071474547758795
0,3,male,29.0,0,0,9.4833,S,Third,man,True,Southampton,no,True,0,-0.04433499308736447,-0.4552765851187885
0,2,male,52.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,1.5437610035849572,-0.38447464817852084
0,3,male,19.0,0,0,7.65,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.4921865265390384
1,1,female,38.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,0,0.577093875175718,3.9345703434644728
1,2,female,27.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0,-0.18243029714582723,-0.434807301618015
0,3,male,,0,0,15.5,Q,Third,man,True,Queenstown,no,True,0,,-0.33414199473902667
0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0,0.23185561502956104,-0.48966989386706367
1,2,female,6.0,0,1,33.0,S,Second,child,False,Southampton,yes,False,1,-1.6324309897596863,0.01818657933743239
0,3,male,17.0,1,0,7.0542,S,Third,man,True,Southampton,no,False,1,-0.872906817438141,-0.5041818045067386
0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,0.30090326705879245,-0.38447464817852084
0,2,male,50.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,1.4056656995264944,-0.38447464817852084
1,1,male,27.0,1,0,53.1,S,First,man,True,Southampton,yes,False,1,-0.18243029714582723,0.4228611129909654
0,3,male,20.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0,-0.6657638613504469,-0.4718018018960432
1,2,female,30.0,3,0,21.0,S,Second,woman,False,Southampton,yes,False,3,0.024712658941866906,-0.22341015717213955
1,3,female,,0,0,7.7375,Q,Third,woman,False,Queenstown,yes,True,0,,-0.49042488366865605
0,2,male,25.0,1,0,26.0,S,Second,man,True,Southampton,no,False,1,-0.32052560120428997,-0.12274485029315124
0,3,female,25.0,1,0,7.925,S,Third,woman,False,Southampton,no,False,1,-0.32052560120428997,-0.48664993466069395
1,1,female,29.0,0,0,211.3375,S,First,woman,False,Southampton,yes,True,0,-0.04433499308736447,3.608666412443748
0,3,male,11.0,0,0,18.7875,C,Third,child,False,Cherbourg,no,True,0,-1.2871927296135293,-0.26795455546609187
0,2,male,,0,0,0.0,S,Second,man,True,Southampton,no,True,0,,-0.6462044460638905
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,-0.45862090526275273,-0.38447464817852084
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,-0.45862090526275273,-0.38447464817852084
0,3,male,28.5,0,0,16.1,S,Third,man,True,Southampton,no,True,0,-0.07885881910198016,-0.3220621579135481
0,3,female,48.0,1,3,34.375,S,Third,woman,False,Southampton,no,False,4,1.2675703954680317,0.045869538729154176
1,1,male,35.0,0,0,512.3292,C,First,man,True,Cherbourg,yes,True,0,0.3699509190880238,9.668550782149426
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
1,1,male,,0,0,30.0,S,First,man,True,Southampton,yes,True,0,,-0.0422126047899606
0,1,male,36.0,1,0,78.85,S,First,man,True,Southampton,no,False,1,0.43899857111725515,0.941287443417755
1,1,female,21.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,4,-0.5967162093212155,4.636207532411021
0,3,male,24.0,1,0,16.1,S,Third,man,True,Southampton,no,False,1,-0.3895732532335214,-0.3220621579135481
1,3,male,31.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0,0.09376031097109828,-0.48664993466069395
